Életkor,Nem,Osztályzat_9,Osztályzat_10,Osztályzat_11,Osztályzat_12,Történelem,Matematika,Magyar Nyelv és Irodalom,Informatika,Biológia,Fizika,Angol,Német,Informatika_emelt,Biológia_emelt,Fizika_emelt,Angol_emelt,Német_emelt,Matematika_emelt,Történelem_emelt,Magyar Nyelv és Irodalom_emelt,Szülői Végzettség,Középiskola Presztízse,Extrakurrikuláris Tevékenységek,Tanulási Szokások,Munkatapasztalat,Ajánlások Száma,Versenyeken Való Részvétel,Vármegye,Felvételi Eredmény,ID
17,1,4.5,3.5,3.75,4.25,94,95,95,-1,80,-1,87,-1,-1,0,-1,1,-1,1,0,0,2,4.42,1,3,0,1,0,Zala Vármegye,0.0,788
18,0,5.0,3.75,4.0,3.25,95,83,98,-1,78,-1,-1,96,-1,0,-1,-1,0,0,1,0,3,8.33,1,8,0,1,1,Budapest,1.0,789
17,0,3.5,4.25,4.5,4.5,78,91,47,-1,87,-1,70,-1,-1,0,-1,1,-1,0,0,1,3,6.58,1,3,0,3,0,Békés Vármegye,0.0,790
19,1,4.25,4.0,4.5,3.0,86,84,55,66,-1,-1,-1,76,0,-1,-1,-1,0,0,0,1,2,6.16,1,3,1,1,0,Baranya Vármegye,0.0,791
18,1,3.0,3.25,4.75,3.5,89,71,50,83,-1,-1,86,-1,1,-1,-1,0,-1,0,0,1,3,6.74,1,2,0,6,0,Csongrád Vármegye,0.0,792
19,0,4.75,4.0,4.0,4.75,85,66,92,69,-1,-1,39,-1,0,-1,-1,1,-1,0,0,0,2,3.87,1,7,0,3,0,Baranya Vármegye,0.0,793
18,1,4.5,4.5,4.25,4.25,85,84,74,-1,-1,76,-1,83,-1,-1,0,-1,0,0,0,0,2,3.53,1,4,0,1,1,Zala Vármegye,0.0,794
18,1,3.5,3.5,4.25,3.0,62,91,54,-1,-1,68,-1,51,-1,-1,0,-1,0,1,0,0,2,5.22,1,4,0,2,0,Békés Vármegye,1.0,795
19,1,3.75,4.5,4.5,3.75,42,95,86,-1,64,-1,86,-1,-1,0,-1,0,-1,0,0,1,1,4.4,1,5,0,4,1,Bács-Kiskun Vármegye,0.0,796
19,1,4.5,3.25,3.75,2.75,78,73,67,-1,-1,73,84,-1,-1,-1,0,1,-1,0,0,0,2,6.23,1,6,1,1,0,Budapest,1.0,797
17,0,3.75,3.5,3.75,4.25,83,74,94,89,-1,-1,93,-1,0,-1,-1,0,-1,0,1,1,1,4.75,1,7,0,1,0,Budapest,1.0,798
18,1,3.75,3.5,4.75,3.25,72,75,82,69,-1,-1,-1,91,1,-1,-1,-1,0,0,0,0,2,2.73,0,3,0,1,1,Komárom-Esztergom Vármegye,0.0,799
19,1,3.25,3.75,4.25,4.25,86,98,88,94,-1,-1,-1,92,0,-1,-1,-1,0,0,0,0,2,4.49,1,5,0,2,1,Zala Vármegye,0.0,800
18,1,4.25,3.75,4.25,3.75,72,93,78,-1,77,-1,-1,91,-1,0,-1,-1,0,0,0,1,3,4.34,1,4,0,1,0,Heves Vármegye,0.0,801
19,1,4.0,3.25,4.0,3.75,81,80,68,-1,84,-1,70,-1,-1,0,-1,0,-1,1,0,0,3,6.75,1,3,1,3,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,802
19,0,3.5,3.75,4.25,3.0,72,82,64,-1,-1,53,73,-1,-1,-1,0,0,-1,0,0,1,3,6.29,0,6,0,3,0,Veszprém Vármegye,0.0,803
19,0,3.75,3.25,4.5,3.0,81,94,93,-1,-1,59,-1,82,-1,-1,1,-1,0,0,0,0,3,5.35,1,1,0,3,0,Pest Vármegye,0.0,804
18,1,4.25,4.5,3.75,4.5,88,79,86,97,-1,-1,73,-1,0,-1,-1,1,-1,0,1,0,3,4.51,0,5,0,2,1,Szabolcs-Szatmár-Bereg Vármegye,0.0,805
17,1,4.75,3.0,4.0,3.25,89,85,82,77,-1,-1,75,-1,1,-1,-1,1,-1,0,0,0,3,8.54,0,4,0,3,0,Baranya Vármegye,1.0,806
17,0,3.25,4.75,4.25,2.75,91,89,79,62,-1,-1,76,-1,0,-1,-1,1,-1,0,0,0,3,6.24,0,1,1,1,1,Zala Vármegye,0.0,807
17,1,3.25,3.5,4.5,4.25,94,72,67,75,-1,-1,-1,75,0,-1,-1,-1,0,0,1,0,2,3.42,1,3,0,3,0,Zala Vármegye,0.0,808
18,0,4.5,4.75,3.0,3.75,88,70,98,-1,-1,84,-1,85,-1,-1,0,-1,0,0,0,1,1,6.09,0,3,0,4,0,Tolna Vármegye,0.0,809
19,0,4.5,4.0,4.25,3.25,83,83,86,-1,-1,89,-1,96,-1,-1,0,-1,0,0,0,0,2,4.07,0,5,0,5,1,Zala Vármegye,0.0,810
19,1,3.5,4.0,4.75,3.75,94,77,88,81,-1,-1,60,-1,1,-1,-1,1,-1,0,0,0,3,7.53,1,7,0,3,1,Tolna Vármegye,1.0,811
17,0,3.25,4.25,3.75,2.75,76,73,88,90,-1,-1,79,-1,1,-1,-1,1,-1,0,0,0,2,5.36,1,2,0,1,0,Vas Vármegye,0.0,812
19,1,3.75,4.5,3.25,4.75,92,92,90,-1,-1,83,-1,85,-1,-1,0,-1,0,0,0,0,3,6.76,0,5,0,3,0,Zala Vármegye,0.0,813
18,0,4.0,3.5,2.5,4.25,61,48,39,40,-1,-1,42,-1,1,-1,-1,0,-1,0,1,0,3,6.9,0,2,0,3,0,Győr-Moson-Sopron Vármegye,0.0,814
18,0,3.25,4.25,3.25,3.75,57,26,82,35,-1,-1,50,-1,0,-1,-1,0,-1,0,1,0,4,7.24,1,4,0,2,0,Zala Vármegye,0.0,815
19,1,4.0,4.75,4.0,4.0,80,96,68,-1,81,-1,75,-1,-1,0,-1,1,-1,0,0,0,2,4.05,0,2,0,4,0,Budapest,0.0,816
18,1,3.5,3.25,3.75,4.0,66,59,69,62,-1,-1,77,-1,1,-1,-1,0,-1,0,0,0,3,4.07,1,7,1,2,0,Fejér Vármegye,1.0,817
18,0,4.25,2.75,4.25,3.0,80,48,78,80,-1,-1,79,-1,1,-1,-1,0,-1,0,1,0,4,6.81,0,4,0,1,1,Budapest,1.0,818
19,1,3.75,4.25,2.75,3.0,64,55,60,93,-1,-1,62,-1,1,-1,-1,0,-1,0,0,0,3,8.61,0,3,0,2,0,Tolna Vármegye,0.0,819
17,1,4.0,4.75,3.75,3.75,84,87,91,-1,-1,82,85,-1,-1,-1,0,0,-1,0,1,0,2,3.02,1,5,0,2,1,Fejér Vármegye,0.0,820
17,0,4.5,4.5,2.75,4.5,90,72,77,-1,81,-1,73,-1,-1,0,-1,1,-1,0,0,0,1,4.79,0,6,0,4,0,Budapest,0.0,821
18,0,4.25,4.0,3.75,2.25,75,89,70,-1,-1,80,90,-1,-1,-1,0,0,-1,1,0,0,4,7.4,1,4,0,2,1,Zala Vármegye,0.0,822
17,1,4.25,4.25,3.0,3.25,94,73,76,-1,-1,93,-1,93,-1,-1,0,-1,0,0,1,0,3,3.63,0,5,0,2,0,Győr-Moson-Sopron Vármegye,0.0,823
18,0,3.0,4.0,3.25,3.0,85,92,89,64,-1,-1,75,-1,1,-1,-1,0,-1,0,0,0,3,6.99,1,6,1,3,0,Zala Vármegye,0.0,824
18,1,4.75,4.25,3.5,3.5,86,99,78,80,-1,-1,66,-1,1,-1,-1,1,-1,0,0,0,3,8.01,1,6,0,3,0,Zala Vármegye,0.0,825
19,0,3.5,3.5,4.25,4.75,73,78,98,92,-1,-1,84,-1,0,-1,-1,1,-1,0,0,0,3,5.51,0,1,0,2,0,Hajdú-Bihar Vármegye,0.0,826
17,0,4.25,4.0,4.0,3.75,82,79,73,52,-1,-1,-1,86,0,-1,-1,-1,0,0,1,1,2,4.97,0,4,0,2,0,Pest Vármegye,0.0,827
17,1,3.0,2.5,2.75,3.0,76,79,40,62,-1,-1,86,-1,1,-1,-1,1,-1,0,0,0,2,5.96,0,3,0,1,0,Heves Vármegye,0.0,828
18,1,4.0,2.75,4.75,4.0,85,97,85,-1,97,-1,82,-1,-1,0,-1,1,-1,0,0,0,1,2.11,1,2,1,3,1,Budapest,1.0,829
17,0,4.5,4.5,3.75,4.75,65,83,61,86,-1,-1,93,-1,1,-1,-1,0,-1,0,0,0,2,4.94,0,4,0,1,0,Budapest,0.0,830
17,1,4.25,4.5,3.5,2.5,94,78,83,-1,74,-1,75,-1,-1,0,-1,0,-1,0,1,0,2,6.49,0,8,0,1,1,Tolna Vármegye,0.0,831
19,1,3.75,3.25,3.25,3.5,73,53,62,-1,-1,68,91,-1,-1,-1,0,1,-1,0,0,1,3,6.6,1,3,0,2,0,Baranya Vármegye,0.0,832
19,0,4.5,4.5,3.25,3.5,55,33,87,90,-1,-1,-1,61,0,-1,-1,-1,0,0,0,1,3,5.45,0,3,0,3,1,Komárom-Esztergom Vármegye,0.0,833
19,0,4.75,4.25,3.25,3.75,94,72,90,63,-1,-1,-1,94,0,-1,-1,-1,1,0,0,1,2,4.14,1,1,0,1,0,Békés Vármegye,0.0,834
19,1,3.25,4.5,4.0,4.75,97,93,86,84,-1,-1,96,-1,1,-1,-1,0,-1,0,1,0,2,6.06,0,4,0,2,0,Hajdú-Bihar Vármegye,1.0,835
19,0,3.75,3.0,3.75,3.75,71,86,80,-1,92,-1,-1,84,-1,0,-1,-1,1,1,0,0,1,4.46,1,4,0,1,0,Fejér Vármegye,1.0,836
18,0,4.5,3.5,3.5,3.0,86,82,81,95,-1,-1,98,-1,0,-1,-1,1,-1,0,0,0,1,5.16,1,4,0,2,0,Fejér Vármegye,0.0,837
18,1,4.5,4.0,4.25,3.25,91,89,84,94,-1,-1,85,-1,0,-1,-1,1,-1,0,0,1,1,3.85,0,6,0,3,1,Zala Vármegye,0.0,838
17,1,2.75,4.0,3.75,4.5,88,80,85,71,-1,-1,92,-1,0,-1,-1,1,-1,0,0,0,2,5.93,0,4,1,2,1,Vas Vármegye,1.0,839
17,1,2.5,3.75,4.0,4.0,49,74,89,65,-1,-1,89,-1,0,-1,-1,1,-1,0,0,0,1,2.13,0,5,0,2,1,Baranya Vármegye,0.0,840
17,1,4.0,3.0,3.0,4.25,85,95,82,-1,93,-1,92,-1,-1,0,-1,0,-1,0,1,0,2,7.11,0,6,0,2,0,Budapest,0.0,841
17,0,4.25,3.25,4.25,3.75,92,94,88,-1,-1,75,78,-1,-1,-1,0,0,-1,1,1,0,1,2.79,1,6,0,1,0,Budapest,1.0,842
19,0,4.5,4.25,4.75,3.25,82,96,91,-1,-1,95,94,-1,-1,-1,0,0,-1,1,1,0,1,4.94,0,5,0,2,0,Komárom-Esztergom Vármegye,1.0,843
17,1,3.5,3.25,4.25,3.75,67,79,56,82,-1,-1,96,-1,1,-1,-1,1,-1,0,0,0,4,5.85,1,7,0,3,0,Baranya Vármegye,0.0,844
19,0,3.5,3.0,4.0,4.0,84,89,74,78,-1,-1,76,-1,0,-1,-1,1,-1,0,0,1,3,6.6,1,6,0,2,0,Jász-Nagykun-Szolnok Vármegye,0.0,845
19,1,4.25,4.5,3.5,3.5,74,47,48,54,-1,-1,64,-1,1,-1,-1,0,-1,0,0,0,3,4.04,0,7,0,4,0,Zala Vármegye,0.0,846
18,0,3.5,4.0,4.0,4.25,77,85,84,87,-1,-1,66,-1,0,-1,-1,0,-1,0,0,1,1,4.22,1,4,0,2,0,Zala Vármegye,0.0,847
19,0,3.75,3.5,4.75,3.5,83,79,95,-1,-1,90,93,-1,-1,-1,0,0,-1,1,0,0,3,7.38,1,4,0,2,0,Csongrád Vármegye,1.0,848
18,0,3.5,4.0,3.25,4.0,86,77,76,73,-1,-1,-1,87,0,-1,-1,-1,1,0,1,0,3,4.81,0,6,0,2,0,Bács-Kiskun Vármegye,0.0,849
19,0,3.25,4.75,4.0,3.5,74,65,91,79,-1,-1,-1,98,0,-1,-1,-1,0,0,0,1,2,5.8,1,5,0,3,0,Békés Vármegye,0.0,850
18,1,3.5,3.25,4.0,3.75,98,80,85,-1,-1,82,-1,86,-1,-1,0,-1,0,1,0,0,3,6.52,1,6,0,1,1,Szabolcs-Szatmár-Bereg Vármegye,1.0,851
18,0,4.5,4.5,4.5,4.5,92,88,80,81,-1,-1,89,-1,1,-1,-1,0,-1,1,0,0,4,7.91,1,6,0,6,0,Győr-Moson-Sopron Vármegye,1.0,852
18,0,4.25,4.75,4.0,2.75,84,78,66,-1,-1,94,77,-1,-1,-1,0,0,-1,0,1,0,2,4.73,0,2,0,2,0,Budapest,0.0,853
19,0,3.0,4.75,3.5,2.5,62,47,94,-1,-1,72,65,-1,-1,-1,0,1,-1,0,1,0,2,5.65,0,3,0,2,0,Zala Vármegye,0.0,854
17,0,3.75,4.25,4.25,4.0,81,85,74,89,-1,-1,72,-1,1,-1,-1,1,-1,0,0,0,1,2.41,1,1,1,1,0,Heves Vármegye,0.0,855
19,1,4.5,4.75,3.75,3.25,59,85,93,-1,-1,78,72,-1,-1,-1,0,0,-1,0,0,0,2,5.85,1,6,0,1,1,Zala Vármegye,0.0,856
17,0,3.25,4.0,5.0,3.75,62,82,63,79,-1,-1,-1,82,1,-1,-1,-1,0,0,1,0,3,8.88,1,1,0,2,0,Zala Vármegye,0.0,857
19,0,3.75,4.5,3.5,3.75,95,79,82,98,-1,-1,95,-1,0,-1,-1,0,-1,0,0,0,1,2.94,1,6,0,2,1,Zala Vármegye,0.0,858
19,1,4.25,3.5,3.5,3.5,74,74,89,-1,-1,54,85,-1,-1,-1,0,0,-1,0,1,1,4,8.07,1,3,0,3,0,Vas Vármegye,0.0,859
17,1,4.5,3.75,3.0,4.25,92,87,93,-1,87,-1,-1,95,-1,0,-1,-1,0,0,0,0,3,6.62,1,4,0,2,0,Bács-Kiskun Vármegye,0.0,860
18,1,4.75,4.5,2.75,4.5,87,48,65,-1,-1,76,93,-1,-1,-1,0,0,-1,1,0,0,1,3.73,1,4,0,6,0,Jász-Nagykun-Szolnok Vármegye,0.0,861
18,1,3.75,4.0,3.75,3.75,89,80,93,-1,80,-1,84,-1,-1,0,-1,0,-1,1,1,0,3,6.58,1,7,0,1,0,Somogy Vármegye,0.0,862
17,0,4.0,3.25,3.5,3.25,78,86,83,-1,-1,89,92,-1,-1,-1,0,0,-1,0,1,1,3,4.15,1,7,0,3,1,Nógrád Vármegye,1.0,863
18,1,4.0,3.75,4.75,2.75,48,81,59,73,-1,-1,86,-1,1,-1,-1,1,-1,0,0,0,2,4.6,1,4,0,3,0,Csongrád Vármegye,0.0,864
19,0,4.25,3.5,4.5,4.25,87,92,72,-1,-1,97,61,-1,-1,-1,0,1,-1,0,1,0,3,4.53,1,4,0,5,0,Fejér Vármegye,1.0,865
18,1,4.0,4.0,2.75,3.25,80,36,83,66,-1,-1,50,-1,1,-1,-1,0,-1,0,0,0,3,4.2,0,6,0,1,0,Baranya Vármegye,0.0,866
18,0,3.5,3.5,3.75,3.25,95,82,81,64,-1,-1,-1,54,0,-1,-1,-1,1,0,0,0,2,3.38,1,3,0,1,0,Zala Vármegye,0.0,867
19,1,3.5,3.5,2.5,3.25,76,64,58,47,-1,-1,88,-1,1,-1,-1,0,-1,1,0,0,2,5.75,0,6,0,3,0,Budapest,1.0,868
19,1,3.25,3.0,3.25,3.0,71,77,70,-1,82,-1,-1,64,-1,1,-1,-1,0,0,0,0,2,4.49,0,5,0,2,1,Győr-Moson-Sopron Vármegye,0.0,869
18,0,3.75,3.0,4.0,3.25,75,86,85,-1,78,-1,-1,59,-1,0,-1,-1,0,0,1,0,1,4.45,0,5,0,2,0,Zala Vármegye,0.0,870
17,0,3.25,4.25,3.5,3.75,48,51,34,62,-1,-1,78,-1,1,-1,-1,0,-1,0,0,0,2,5.17,0,2,0,1,1,Fejér Vármegye,0.0,871
17,1,3.25,3.0,3.5,2.25,86,72,90,-1,-1,87,-1,90,-1,-1,0,-1,0,0,0,1,2,5.93,1,5,0,5,0,Budapest,0.0,872
18,0,3.0,3.75,3.75,4.75,78,71,58,-1,66,-1,81,-1,-1,0,-1,1,-1,0,0,1,3,7.59,1,7,0,1,1,Hajdú-Bihar Vármegye,0.0,873
19,1,3.0,4.5,3.5,4.25,90,49,89,-1,74,-1,82,-1,-1,0,-1,0,-1,0,1,0,1,5.22,0,5,0,1,0,Veszprém Vármegye,0.0,874
17,1,3.25,3.75,2.75,4.25,74,74,72,-1,84,-1,67,-1,-1,0,-1,1,-1,0,0,0,3,5.45,0,5,0,1,0,Baranya Vármegye,0.0,875
18,0,3.5,4.0,4.25,3.75,72,82,84,-1,-1,95,-1,72,-1,-1,0,-1,0,1,0,1,1,3.06,1,5,0,1,0,Budapest,1.0,876
19,0,3.75,3.5,3.25,2.25,45,52,26,-1,-1,82,52,-1,-1,-1,0,1,-1,0,0,0,3,8.17,0,3,0,2,0,Budapest,0.0,877
18,0,4.25,3.75,4.5,4.0,92,80,97,96,-1,-1,83,-1,0,-1,-1,0,-1,1,1,0,1,2.92,1,2,0,2,0,Tolna Vármegye,1.0,878
19,1,3.75,3.0,4.75,4.5,74,89,70,80,-1,-1,80,-1,1,-1,-1,0,-1,1,0,0,2,3.54,1,5,0,3,1,Zala Vármegye,1.0,879
19,1,4.0,3.75,4.0,4.0,78,89,69,-1,92,-1,-1,85,-1,0,-1,-1,0,0,1,1,1,1.29,1,3,0,2,0,Hajdú-Bihar Vármegye,0.0,880
19,0,4.75,4.75,3.75,3.0,97,75,88,87,-1,-1,-1,97,0,-1,-1,-1,0,0,0,1,4,9.02,1,7,0,3,0,Vas Vármegye,0.0,881
18,1,3.5,3.75,4.25,4.25,74,92,73,86,-1,-1,-1,90,0,-1,-1,-1,0,0,1,0,3,5.96,0,2,0,2,0,Budapest,0.0,882
19,1,3.5,4.5,3.75,3.5,94,81,68,89,-1,-1,84,-1,0,-1,-1,1,-1,0,0,0,3,5.59,1,3,0,3,1,Zala Vármegye,0.0,883
19,1,4.0,4.25,3.5,3.25,99,89,91,-1,93,-1,86,-1,-1,1,-1,0,-1,0,1,0,1,1.0,0,2,0,1,1,Zala Vármegye,0.0,884
17,0,3.25,3.25,2.75,3.5,87,84,82,73,-1,-1,88,-1,1,-1,-1,1,-1,0,0,0,2,6.05,0,2,0,1,0,Hajdú-Bihar Vármegye,0.0,885
18,0,4.0,3.25,3.75,4.5,66,78,86,91,-1,-1,66,-1,0,-1,-1,0,-1,0,1,0,3,7.3,0,3,0,2,0,Nógrád Vármegye,0.0,886
18,1,3.25,4.25,4.75,4.25,89,86,94,97,-1,-1,72,-1,1,-1,-1,0,-1,0,0,1,2,4.39,1,3,0,1,0,Budapest,1.0,887
18,1,4.0,4.0,4.75,4.75,80,70,77,-1,-1,74,85,-1,-1,-1,0,0,-1,0,1,0,2,3.95,1,6,0,2,1,Zala Vármegye,0.0,888
18,0,4.25,4.0,2.75,3.25,68,65,55,-1,95,-1,-1,97,-1,0,-1,-1,0,0,0,0,2,7.16,1,1,0,1,0,Békés Vármegye,0.0,889
17,1,3.75,4.5,4.5,3.25,79,77,90,81,-1,-1,-1,83,0,-1,-1,-1,1,0,0,0,1,2.1,0,1,1,1,0,Bács-Kiskun Vármegye,0.0,890
19,1,3.5,4.75,4.75,4.0,68,75,73,-1,-1,78,46,-1,-1,-1,0,1,-1,1,0,0,3,5.66,1,6,0,2,0,Fejér Vármegye,1.0,891
19,1,3.25,3.25,4.0,4.5,88,96,86,-1,88,-1,-1,40,-1,0,-1,-1,0,1,0,1,3,5.27,0,5,1,2,0,Budapest,1.0,892
19,0,4.25,3.75,4.75,3.25,95,83,90,95,-1,-1,70,-1,1,-1,-1,0,-1,0,0,0,1,5.47,1,4,0,1,0,Tolna Vármegye,1.0,893
17,1,4.5,4.25,4.0,4.25,79,37,41,81,-1,-1,-1,86,0,-1,-1,-1,0,0,1,0,2,5.15,0,7,0,1,0,Somogy Vármegye,0.0,894
17,1,4.0,4.0,4.75,4.0,78,91,82,98,-1,-1,85,-1,0,-1,-1,1,-1,0,1,0,4,9.98,1,2,0,2,0,Borsod-Abaúj-Zemplén Vármegye,0.0,895
18,1,4.25,3.5,3.75,2.75,80,60,77,-1,34,-1,62,-1,-1,0,-1,0,-1,1,0,0,4,7.03,1,4,0,3,0,Baranya Vármegye,0.0,896
17,1,4.25,4.75,4.0,4.75,64,42,61,-1,67,-1,68,-1,-1,0,-1,1,-1,0,1,0,3,5.42,0,3,0,2,0,Csongrád Vármegye,0.0,897
19,1,4.75,3.75,4.5,3.0,86,64,90,-1,-1,76,79,-1,-1,-1,1,1,-1,0,0,0,2,3.94,0,1,0,1,0,Győr-Moson-Sopron Vármegye,0.0,898
18,0,5.0,3.25,4.5,3.5,76,98,61,-1,95,-1,-1,93,-1,0,-1,-1,0,0,1,0,3,4.45,1,6,0,2,0,Zala Vármegye,0.0,899
19,0,3.0,4.75,3.75,4.25,90,85,94,71,-1,-1,83,-1,1,-1,-1,0,-1,0,1,0,1,1.86,0,1,0,3,0,Komárom-Esztergom Vármegye,0.0,900
17,1,4.25,3.75,4.5,3.75,93,61,85,-1,-1,91,95,-1,-1,-1,1,0,-1,0,0,1,3,7.74,1,2,0,3,0,Pest Vármegye,0.0,901
19,0,3.75,4.0,3.75,4.5,93,39,87,-1,47,-1,89,-1,-1,0,-1,0,-1,0,1,0,4,8.74,0,2,0,2,0,Tolna Vármegye,0.0,902
19,1,4.25,3.5,2.75,3.75,93,86,82,-1,-1,99,89,-1,-1,-1,0,0,-1,0,1,1,3,7.92,0,5,0,2,0,Győr-Moson-Sopron Vármegye,0.0,903
17,0,4.5,3.75,2.75,3.25,69,84,45,40,-1,-1,-1,72,0,-1,-1,-1,0,0,0,0,2,7.08,0,5,0,2,0,Tolna Vármegye,0.0,904
18,0,4.0,4.5,4.25,4.0,84,81,80,90,-1,-1,92,-1,1,-1,-1,1,-1,0,0,0,2,4.26,1,5,0,3,1,Békés Vármegye,0.0,905
18,0,4.25,2.75,3.25,4.0,98,98,72,98,-1,-1,95,-1,0,-1,-1,1,-1,0,0,0,3,4.55,0,7,0,3,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,906
17,1,4.25,4.25,3.0,2.5,91,84,96,69,-1,-1,74,-1,1,-1,-1,0,-1,1,0,0,3,4.22,0,4,0,4,0,Zala Vármegye,1.0,907
17,0,4.25,3.25,3.0,2.5,94,82,67,87,-1,-1,78,-1,0,-1,-1,0,-1,0,1,0,3,7.31,1,6,0,2,0,Zala Vármegye,0.0,908
17,1,4.25,3.75,4.25,4.5,94,77,81,93,-1,-1,82,-1,0,-1,-1,1,-1,1,0,0,1,4.8,1,2,0,2,0,Budapest,1.0,909
17,1,4.25,3.75,4.5,4.25,91,64,70,97,-1,-1,-1,95,0,-1,-1,-1,0,0,1,1,3,5.79,1,5,0,3,0,Nógrád Vármegye,0.0,910
19,1,3.5,3.25,3.0,4.0,88,92,90,-1,-1,90,86,-1,-1,-1,1,0,-1,1,0,0,2,3.02,0,2,0,1,0,Pest Vármegye,1.0,911
18,0,3.75,3.75,3.0,4.0,70,95,62,-1,55,-1,68,-1,-1,0,-1,1,-1,0,1,0,3,6.33,1,4,0,1,1,Nógrád Vármegye,0.0,912
18,1,4.25,3.75,4.5,3.75,40,80,80,43,-1,-1,-1,63,1,-1,-1,-1,0,0,0,0,4,8.42,1,4,0,1,0,Zala Vármegye,0.0,913
19,0,4.0,4.0,4.5,4.5,86,76,82,-1,-1,90,82,-1,-1,-1,0,1,-1,0,0,0,2,3.83,0,2,0,2,1,Jász-Nagykun-Szolnok Vármegye,1.0,914
17,1,4.75,4.25,4.5,4.0,84,93,88,85,-1,-1,-1,80,1,-1,-1,-1,0,0,1,0,1,6.0,1,2,0,1,0,Jász-Nagykun-Szolnok Vármegye,0.0,915
18,0,4.25,3.5,4.5,4.0,94,79,88,77,-1,-1,73,-1,0,-1,-1,0,-1,1,1,0,1,2.5,0,5,0,6,0,Bács-Kiskun Vármegye,1.0,916
17,1,3.25,3.5,4.25,4.5,61,85,96,86,-1,-1,-1,74,1,-1,-1,-1,0,0,0,0,1,3.68,1,1,0,2,0,Budapest,0.0,917
18,0,3.5,3.75,4.25,3.0,72,88,68,-1,-1,48,60,-1,-1,-1,0,0,-1,1,0,0,2,5.32,0,5,0,2,0,Budapest,1.0,918
18,0,4.75,4.0,4.75,3.75,78,88,86,-1,97,-1,93,-1,-1,0,-1,1,-1,0,0,1,3,6.68,1,1,1,2,0,Budapest,0.0,919
18,0,3.75,4.75,3.75,3.5,84,86,73,-1,75,-1,90,-1,-1,0,-1,1,-1,1,0,0,2,5.1,0,6,0,1,0,Veszprém Vármegye,0.0,920
19,0,3.0,3.25,4.0,3.5,60,86,72,64,-1,-1,84,-1,0,-1,-1,0,-1,0,1,0,2,2.95,1,5,1,2,0,Zala Vármegye,0.0,921
19,1,4.25,4.25,3.75,4.0,81,96,83,-1,-1,72,-1,86,-1,-1,0,-1,0,0,0,1,3,5.64,1,2,0,6,0,Nógrád Vármegye,0.0,922
17,1,3.25,3.75,4.5,4.25,93,95,70,100,-1,-1,-1,92,1,-1,-1,-1,0,0,0,0,2,7.02,1,3,0,2,1,Békés Vármegye,1.0,923
18,1,4.5,3.75,4.75,3.25,74,96,86,-1,82,-1,72,-1,-1,0,-1,1,-1,0,0,0,3,6.6,1,4,1,1,1,Budapest,1.0,924
19,1,3.25,3.75,4.0,5.0,92,67,49,-1,-1,86,-1,78,-1,-1,1,-1,0,1,0,0,2,3.67,0,3,0,2,0,Budapest,1.0,925
19,1,3.75,2.5,3.75,2.25,74,71,72,-1,-1,65,88,-1,-1,-1,0,1,-1,0,0,0,2,4.02,0,6,0,2,0,Zala Vármegye,0.0,926
19,1,4.5,3.75,3.5,4.75,73,75,83,-1,-1,81,87,-1,-1,-1,0,1,-1,0,0,0,3,10.0,1,4,0,3,0,Hajdú-Bihar Vármegye,0.0,927
19,0,4.25,4.75,3.75,4.75,86,82,80,-1,83,-1,-1,59,-1,0,-1,-1,0,0,1,1,3,5.44,1,4,1,1,0,Komárom-Esztergom Vármegye,0.0,928
17,1,4.25,3.75,3.5,3.5,98,81,81,-1,-1,73,83,-1,-1,-1,1,1,-1,0,0,0,3,7.22,1,6,0,1,0,Budapest,1.0,929
17,1,4.0,4.0,3.5,4.0,89,72,85,-1,-1,66,-1,91,-1,-1,1,-1,0,0,0,0,2,6.02,0,6,0,4,0,Zala Vármegye,0.0,930
19,1,4.0,3.75,3.5,4.0,91,76,77,72,-1,-1,83,-1,1,-1,-1,0,-1,0,0,0,3,6.89,1,5,0,2,0,Baranya Vármegye,0.0,931
17,0,4.25,4.0,3.75,4.0,73,69,65,53,-1,-1,64,-1,1,-1,-1,1,-1,0,0,0,2,5.66,1,3,0,3,0,Hajdú-Bihar Vármegye,0.0,932
19,0,4.5,3.5,3.0,3.0,71,70,70,-1,77,-1,60,-1,-1,0,-1,1,-1,0,0,0,4,8.47,1,5,0,3,1,Győr-Moson-Sopron Vármegye,0.0,933
17,1,3.25,3.75,3.5,3.75,90,87,66,82,-1,-1,72,-1,0,-1,-1,1,-1,0,1,0,2,5.18,1,6,0,4,0,Fejér Vármegye,0.0,934
18,0,3.5,4.5,4.0,4.25,76,75,89,84,-1,-1,64,-1,0,-1,-1,0,-1,1,0,0,2,3.52,0,2,0,1,1,Heves Vármegye,0.0,935
19,0,4.0,4.5,4.25,4.25,64,83,52,-1,-1,86,-1,84,-1,-1,0,-1,0,0,0,1,2,6.1,1,5,0,1,0,Heves Vármegye,0.0,936
18,0,3.0,4.0,3.0,3.25,55,54,92,70,-1,-1,-1,92,0,-1,-1,-1,0,0,0,0,2,5.97,0,6,0,1,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,937
18,1,3.0,3.25,4.5,4.75,80,75,96,-1,-1,92,87,-1,-1,-1,1,0,-1,1,0,0,1,5.18,1,2,0,1,1,Zala Vármegye,1.0,938
